review_count,useful_user,funny_user,cool_user,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos,stars,useful_review,funny_review,cool_review,text,friend_count,elite_count,yelp_since_YRMO,yelp_since_year
192,284,127,182,11,4.13,24,5,0,0,0,4,7,14,14,24,4,4,1,0,0,"I'm hooked on this pizza! It's so different and it's pizza you can feel good about. I got the wheat crust and it was great taste and texture. They have a menu to cater to all kinds of diets too, lots of gluten free options. My only complaint was that there wasn't enough pizza for a personal serving, I wanted more! Probably because it just tasted so good. I also got the pear gorgonzola walnut salad for a side and I was glad I did. I left feeling satisfied but not like I just pigged out on pizza, it's almost guilt-free. This place is a winner in my book! Can't wait to go back.",170,3,201209,2012
97,91,16,35,9,4.09,6,0,0,1,0,1,4,10,10,1,0,3,0,0,0,"I wish my review was better. I really wanted to find a gem here. 
Places to sit inside and out along the loop. 
Has a older look to it but clean. 
We had not heard of this place but we love NYC pizza and we're excited to maybe get to have a taste of it once again. 
The waitress said it would be cheaper to order by the slice so we did. We got bacon and sausage. 
It came loaded!!! So much in each slice we could have used it on two more slices. 
Sadly this was not NYC pizza. The crust was hard. Too hard to fold it in half. Hardly any cheese. I want crazy about the flavor but my daughter likes it. The pieces were so big we couldn't finish them make the cost quit a deal. 
Not a place I'd visit again but not too bad.",103,3,201506,2015
181,136,22,57,5,4.23,11,4,1,0,0,11,16,15,15,11,4,5,0,0,0,"Oh so good fish tacos! Queso is warm and creamy white cheese, so amazing. The music is really great and the outdoor setting is nice. They have private tables for celebrating. I would also say perfect for a fun date night or group outing! There's dancing and conversations to be had. I love the St Pete night life scene.",109,2,201302,2013
3,1,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,"Great staff, awesome coffee and fast wifi. The inside is layed out well so everyone can be comfortable.",5,1,201403,2014
72,133,36,15,6,3.16,0,1,0,1,0,2,2,1,1,0,1,4,0,0,0,"I've been here a few times and always enjoy their diner-style hotdogs. The place is clean and has plenty of seating. I would certainly recommend giving Texas Wieners a try. 

My one single issue: the fries.

If this place had crispy, seasoned fries instead of the soft, bland ones... they'd be unstoppable.",12,1,201002,2010
5,1,0,1,0,3.67,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,"Well, lots to say. Managers were busy makin coffee drinks and totally ignoring the business. Tables were ready and set but empty. The ""15 minute wait"" became 30. People that work there appear to be miserable and in slllloooowwww motion. Waiter brought table next to us their food holding a dirty rag and said ""this is a really hot plate. The heat is coming through this rag.""  Ummm. After seeing and hearing that we were kinda disgusted. Our meal was fair. My skillet was hot but the food was not. Sad- the menu is great but will not return unless a major re-do happens.",5,1,201205,2012
121,222,46,25,1,2.51,0,0,0,0,0,2,3,0,0,2,0,5,2,0,0,"The dentists here are fantastic. I can't believe they and the staff up front remembers  me even though I only come in for my cleanings once every six months.

My teeth feel so clean and healthy after I come in!  The hygienists and front office are so nice, and their location is great. 

I've never had a scary or painful experience here, and recommend them every time someone asks me for a referral",25,1,201102,2011
45,124,27,39,6,3.63,0,0,1,0,0,8,6,3,3,0,0,2,1,0,0,"I am searching for a decent Thai place in the city, and we had Basil Spice delivered a few months ago. However, if we try ordering again for delivery, the woman on the phone has said either they aren't offering delivery tonight or that the driver wasn't in our neighborhood (though we had not yet placed an order). Not reliable.",42,1,201001,2010
23,30,7,1,2,3.45,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,"I stayed in room 112 on October 5th, I ended getting bit over 30 times by bed bugs I contacted the hotel and will update this review after speaking to Marco the manager. DO NOT STAY HERE!!!",3,1,201003,2010
23,9,0,5,1,4.13,0,0,0,0,0,0,0,1,1,0,0,5,1,0,0,I absolutely love Shred415 Indy! This studio feels like a community and the staff and instructors are all so friendly. I love being able to jump into the studio and get an amazing workout in for an hour every time I go and be done!,432,1,201712,2017
794,2146,755,1695,103,4.01,20,18,14,0,0,25,69,55,55,46,33,4,0,0,0,"Americano is a dark, modern restaurant with good food, however if you're a tapas aficionado don't expect authentic! Service and overall experience is good which is why they are getting a 4 instead of a 3. 

We ordered: 
-pitcher of sangria (good taste but if you order it to get drunk you'll be disappointed)
-spicy tuna guacamole (the flatbread are crackers actually)
-potato bravas (the aioli elevates the dish)
-steak tacos (thought the arugula was kind of weird on a taco but it was ok)
-gambas ajillo (this was the favorite, wonderful flavor and nice hunk of bread to mop up the sauce)

I think if I came back here I would simply order other things (except the gambas ajillo that's a winner) that I think I would like more. Come to this restaurant with someone who has the same tastebuds as you so you can share!",416,6,201303,2013
428,239,61,86,10,3.83,0,0,0,0,0,3,4,1,1,1,4,5,0,0,0,"I liked this place a lot, a more refined food/beverage option among a sea of walkable college dive bars. Modern well-designed multi-level interior filled with natural light by day, soft mood lighting at night. Nice looking and well-dressed mixed-age crowd both times I was here. Excellent 2-for-1 Thursday Happy Hour 2-10 PM with a solid selection of pours. This neighborhood likes its drink . . Food reasonably priced and a good mix of options, not perfect, but for essentially up-scale "" bar food"", it's good.  I bet brunch on weekends here would be fun. My ""Ham-Jam-Bread & Butter"" was delicious.  Awesome lettuce wraps, at $14.50. Lobster Sliders at twice the price were a letdown, but as in life: Shit happens. Hard working friendly bartenders. I recommend it if you're near Vanderbilt.  Walking distance to many hotels (Courtyard, Hampton Inn, A-Loft, Hilton Garden, The Hutton). A little loud inside, but you're still able to hold a conversation, and the up-tempo music adds to the vibe.",21,1,201111,2011
483,1024,204,499,41,4.31,28,3,0,0,0,24,21,28,28,55,3,5,2,0,0,"This small but impressive sidekick to the much larger, and more lavish, Oxford Exchange makes a quick, convenient alternative to those who want something good to go in a hurry.

There is limited seating inside and the menu is not nearly as extensive as its namesake but there are plenty of of satisfying ways to appease your appetite, sate your thirst for iced coffee, get a boost from a juice or make a baked good grab and go.

Be sure to peruse the chilled section for all sorts of ready-to-eat goodies.

Oxford Exchange has been a maverick at shaking up the status quo and this tiny countertop - and counterpart - carries on that tradition quite well.",284,10,201005,2010
57,40,10,17,2,3.34,2,2,1,0,0,2,2,3,3,2,0,4,2,0,2,"First off have to give the service and amazing rant. The waitress whom I believe was the owner was friendly, helpful and a pleasure. She asked how everything was if we needed refills in timely manners and was genuine. I got the goulash, spatzle and red cabbage. The food was very tasty seasoned well and presentation was down hone style but appealing to the eyes. I was full but took home a slice of black forrest chocolate cherry cake which was great. I would highly recommend the restaurant and I will be back.",16,1,201107,2011
3,14,2,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,"When I called this branch to talk to a supervisor about a missing package I got David. Possibly David Leigh. When I explained to him the problem he offered me the advice to just wait. The package is already a week late. When I explained to him that numerous people are having the same issue at the same time with the same sorting facility. He asked ""Sir, do you believe everything you read on the internet?"" When I asked to speak with him immediate supervisor...he refused.",18,1,201302,2013
11,9,1,0,1,2.75,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,"I debated writing this because I really like the people who work at lather but both times Ive gone there I've been extremely disappointed. I wanted to like it based on reviews and pictures I've seen of other clients but I always leave without feeling in love with my hair. 
The second time I went I had an updo with a braid and when I expressed I wasn't happy with it they made me feel as if it looked nice. I felt pressured to accept what was done. I spent a lot of money for something I feel I could have done myself. The hair cut both times were just fine.",194,1,201210,2012
321,1138,250,506,25,3.84,28,8,1,3,1,52,89,69,69,20,4,4,3,1,1,"We've driven past this place for years and never stopped until recently.  At any rate, it turns out to be a pretty decent little diner with reasonable prices and large portions.   Good breakfasts & great lunch specials during the week.  If you're expecting something fancy or a young hip crowd, it's not happening here.  But if you want a hot, quick meal in a small family type joint then you should be satisfied.  It's a nice option to the ginormous SJ diners that are the norm.",220,10,201109,2011
1078,4620,2297,3318,148,3.8,55,16,10,2,4,70,76,115,115,70,82,4,2,0,1,"For my recent trip to St. Louis, Ted Drewes was on my list of places to stop by even though it was freezing outside without a bit of sunshine. My friends and I originally went to the other location because it was closer to where we were. But to our disappointment, the other location was closed and it told us to go to this location, which was about a 10-15 minute drive, depending on traffic. We got there and saw that Ted Drewes is a historic tourist spot to visit on Route 66 so we knew we were in for a real treat!

The menu can be overwhelming especially since I wanted to try everything. With the help of the lady taking my order, I narrowed down my choices and ordered the fox treat. And it was amazing. I really enjoyed the fresh fruits in my sundae but I think I wouldn't get the fudge next time because it became a bit too sweet towards the end.

My friends and I ran into a local as we were leaving and she said that this place is amazing and she has been going here once a month for as long as she can remember! This place is definitely a must see if you are visiting STL!",1267,9,201107,2011
6,4,0,2,0,3.67,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,"I absolutely love this place!!! I have yet to have a bad dining experience, the service is outstanding and the food is absolutely delicious!!!! This is my 5th time here and they have not disappointed me ever!!! I would recommend this restaurant happily very clean",1,1,201011,2010
79,129,22,17,2,3.75,0,0,0,0,0,2,2,0,0,0,0,3,2,1,0,"First time for Benihana but not for hibachi. We were seated right away which was nice but it took some time to get a chef to our table. The food was okay; not the best but not the worst either. The price seemed a bit high compared to the food we were served.

Our chef looked like he rather be anywhere else than doing his job, which he didn't do well at all. We had someone allergic to gluten in our party and at one point he contaminated their food and had to start all over again for them. If it wasn't for our friend watching closely, the chef would have served them the contaminated food. He didn't apologize and continued to be bored at what he was doing, which wasn't much. 

Overall, this was an eh experience. I don't know if its just this particular location, or maybe this particular chef, but for the price we paid and what we received, I wouldn't go back.",5,1,201012,2010
49,67,30,23,3,4.34,1,1,0,0,0,1,1,1,1,1,1,4,0,0,0,"I'm comparing this to Soon doo boo in Los Angeles, and I can confidently say it's just as good. The ban chan is a bit salty, and service is lacking, but to find comfort food this far away from home is a blessing. The drive from South philly is a bit far, and the neighborhood at night is a bit interesting.",416,1,201005,2010
494,231,61,164,17,4.16,1,1,0,1,0,5,7,9,9,5,0,5,0,0,0,Bomb.com! I forget what I ordered but it was similar to a Cuban sandwich on donut bread. My friend ordered a cinnamon sugar donut while she waited for her actual food and that was delicious. I ate everything because it was amazing and deserves all the hype it has received. I need to go back and try those stuffed donuts.,273,8,201412,2014
29,60,26,8,0,2.47,0,0,0,0,0,0,0,0,0,0,0,1,11,10,1,"Pathetic experience with them. I ordered for rava masala dosa and vegetable uttapam to take out. They gave me dosa which is as good as burnt. Packing was so bad that the dosa layer has stuck to the white sheet of wrap. It did not smell good either. I called them and explained the story. I was expecting an apology and someone to provide us with the replacement if not refund but nothing of the sort. They did not even apologize, forget about refund or replacement. i shall be disposing the dosa as is.
Uttapam was not very good either. It tasted sour and cilantro seemed old. I could not take it more than few loaves. Remaining will go in the dustbin as well. 
Such a disgusting experience with them",8,1,201212,2012
811,1062,285,359,43,3.63,11,8,4,0,0,31,32,34,34,9,2,3,1,0,1,"Since I'm such a huge fan of Cafe Lift I was eager to try this place (same owners I believe). It took awhile to flag down a server and get some menus, but it looked like there was only one server around so it wasn't a huge deal. Great beer selection although I was super disappointed to not see The Lost Coast Brewery (the best!!) on tap. I must have been on crack when I read a review claiming they had the Lost Coast Brewery on tap- wishful thinking perhaps- who knows??? Anyways I had the crab cakes (good not awesome) and the other folks I was with had the burgers (once again yummy but not the best they've had). Fries were good, albeit salty. Its hard not to like salty deep fried food with beer.  Speaking of deep fried, our server forgot our fried green beans order, but by the time the food was out we decided not to remind her. The best part- the jukebox- I heard a few of my fave New Order songs and I was a fan. A good place to grab a beer (great selection) and the food was fine but nothing really stood out..",113,14,200809,2008
844,1363,201,654,80,3.87,74,8,5,9,6,58,73,92,92,44,6,4,2,0,1,"This is a great little BYO on Sansom, right down the street from Melograno.  Not sure how I've never been there, but armed with a bottle of white, stopped in for a Thursday night dinner.  We shared the octopus and calamari and appetizer which wasn't the best I've ever had, but it was cooked properly.  Bread with olive oil and ricotta was nice, but would be better if they warmed the bread.  I had the eggplant appetizer with a side of fettuccine for my entree.  It was really good, although their tomato sauce is a little on the salty side for my taste.  The eggplant was cooked really nicely though, and I ate the whole thing.  

Service was great.  Our waitress was very attentive and everyone there was very friendly.  They must have a large room upstairs because there was a birthday party for 30 people up there.  The main dining area is tiny.",294,12,200907,2009
164,348,74,223,7,3.63,18,1,1,0,0,21,109,59,59,20,0,4,1,0,1,"I finally made it to Farmhaus last Saturday, and it was worth the wait.  

As expected for a weekend, it was crowded.  We arrived about 15 minutes early and had to wait on the bench back by the bathrooms for a few minutes.  However, as I said, we were earlier than they anticipated, and they got us to the bar as soon as seats opened up.  They wisely gave us a copy of the menu to be prepared once we were seated, and we did indeed plan our entire meal in advance.  This was helpful, because we were actually seated about 20 minutes late, and I was about to eat the menu itself as I drooled over the descriptions!  

The smoked fish dip and escolar with prawns were fantastic- the standouts of the meal.  The mushroom salad and tapenade were also very good.  The meatloaf was good, but a little on the dry and bland side.  I wanted to get the nachos, but there were no other takers in my group....next time....

Service was good.  It was a bit shaky at times, but it was slammed the whole time we were there and that small space must be tough to work in.  

I would love to go back and check out their blue place special lunches...I have heard amazing reviews.  I think I will head back for dinner when there is outdoor seating, as I think that would add to the experience.",46,2,201112,2011
186,540,128,310,16,3.9,42,4,1,2,0,25,87,67,67,38,11,4,2,0,0,"I got the salmon grill- cajun style with diablo sauce.  It comes with white rice and black beans. Well worth it's $13.95 price. It will appeal to those who like Baja - California style Mexican food.  

From 4-6 pm daily they have happy hour margaritas $1.50 off.   I didn't try one though.  The service was good they kept the drinks filled and brought more salsa.",197,4,201112,2011
18,9,3,2,0,4.22,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,"My husband and I ate here one night after driving by and it caught my eye! I grew up where Italian food was as authentic as it can be besides being in Italy!

I really enjoyed my food I love carbonara and was excited to see that I could get my fix with gnocchi which really pleased me!

The pasta was very very good the only real downside to this restaurant is the service I hate to use the word terrible but it doesn't take 15 minuets to get a glass of coke or a glass of wine. 

We had to ask our waitress if we would be able to have some bread before our meal arrived which took just as long if not longer than the drinks!

I would say if you don't mind a wait and not the greatest service but love a good pasta check it out!",8,1,201301,2013
244,216,39,59,5,3.79,1,1,0,0,0,8,6,2,2,1,3,5,1,0,0,"This is a hidden gem in Peddlers Village.  We really like their Cajun Blackening Spice and use it all summer in our grilled burgers.  This is a fantastic addition to our summer barbecues.   They also have a great chipotle spice that I add to everything.  

The bottom line is whatever spice you want, they probably have it, and it will be much more tasty than any spice you can buy at the grocery store.",49,7,201608,2016
234,605,121,64,8,2.64,0,1,0,0,0,4,11,0,0,0,1,2,0,0,0,"PROS:
--Happy hour prices on the drinks (not food) last as long as a live band is playing. (But....see below)
--Awesome veggie tacos - but they are not on the menu, ask your server to ask the kitchen if they will make them. They officially stopped them but have made them for me when I asked.
--Nice space- has mellow outside tables and couches, fire pits, and is poolside; - has interior bar area with TV's (sports and news going at the same time on different tv's.)

CONS:
--Happy hour drinks are SUPER weak!! Maybe a splash of liquor. Better to order a shot AT the bar so you can watch it being poured.
--Live music crowd....interesting....a VERY mixed crowd of 40+ folks of all sorts. Not a classy or, um, charming crowd, sort of...um, just, be open minded and go with the flow!
--Bathrooms are freakishly far from the bar/restaurant! A waiter had to lead me down this maze of hallways. I was honestly not sure I would find my way back on the first try! Weird.

PRO or CON? YOU DECIDE!
--Live music = interesting! The couple Friday evenings I went, there was this super lounge-y group playing (Edna and Ely B-Cool) and the singer is a real character. Often she walks around singing and talking to everyone and greeting people by name, she is totally lounge-y in every way! Like an over-exaggeration or mocking of lounge singers - but this gal is 100% real. She was so real and into it that I loved her for her passion (if not her originality). Depending on how you choose to see it or on how playful you are at the time, you might see it as sad and lame, awesome and inspiring, or simply fun and hilarious!",6,1,201302,2013
40,26,5,18,3,4.18,0,0,0,0,0,0,2,1,1,0,0,4,0,0,0,Always eat here when visiting Nashville. A great burger joint.... and the truffle fries are the bees knees! Sláinte!,285,1,201005,2010
450,476,141,136,7,3.31,2,1,0,0,0,9,10,7,7,6,0,5,0,0,0,"The greatest desserts and friendliest staff. Affordable prices for a local spot. 

Be careful pulling into the parking lot. Happy customers are milling around intoxicated in a sugary bliss.",81,1,201304,2013
95,176,36,77,5,3.85,2,1,0,1,0,5,6,14,14,5,1,5,1,0,1,"Was looking to get tint on a $900.00 1997 Corolla I bought for my 15 year old son. After calling several places I decided to come here based solely on phone professionalism. Everyone else felt the need to educate me on window film. ( Things I already know ) 
Made a appointment for 10:00 am the next day, went in, they pulled car in and knocked it out in an hour while I watched. Great Job, quick & painless!",131,1,201001,2010
161,69,17,33,2,4.4,0,0,1,0,0,3,0,1,1,0,0,5,0,0,0,This is a fun place. Wonderful relaxed atmosphere. Order from a nice variety of the buffet or get a custom burger/sandwhich.  Jerusalem chicken corn potatoes and dinner roll were so good. Didn't make it to the desert,56,1,201110,2011
919,14915,11753,13174,48,3.96,469,182,239,4,9,223,991,824,824,233,252,3,13,11,11,"I am right in the middle of the road here. The parking lot is ample. They are closed on Sundays and Mondays. I would think they would do a lot of business on Sundays, but I am not a business owner. There is outdoor seating on the front porch. Walking in, the hostess stand is immediately to your right, the bar is to the left, and the dining room is on your right. They do evidently have poker machines in an enclosed room. Everything is neat and clean, if a bit dark. The restrooms are neat, clean and well stocked.

Last night, I had their special, which was the seafood lasagne. Layers of cheese, noodles, shrimp, crawfish, clams and yummy-ness that when I couldn't finish, it reheated nicely for lunch today. The rest of the food is just ok. You can expect the same at any other chain restaurant, which they are not a chain, but it is just the same. They have no sweet tea, but depending on the waitress, they will add simple syrup, though not all of the wait staff will. Pieces of room temperature bread will be served with your meal, with butter that you can add, but it's not warm enough to melt the butter and does not seem to be homemade.

I will continue to be an occasional patron, but it isn't going to be a regular visit for me.",139,1,201611,2016
32,37,17,20,0,3.76,1,2,1,0,0,0,0,1,1,0,0,2,0,0,0,"Was definately not bowled over by any means and comming here for the first time with friends from out of town was a little embarrassing. The queso dip was decent and there was a small salsa bar wich was o.k.  but really the food was sub-par in my opinion. Baby tiny tacos = bummer. I could have eaten maybe 10 easilly. The rice was like pop corn kernels and the re-fried beans were kind of crusty. 

 Seems more like a place for teens/vandy freshmento hang out where they can discuss the finer points of the"" Bieber look"" rather than a place for some serious tacos. 

 With so many other places around Nashville to experience, I don't see a return visit anywhere in the near (or distant) future.",8,1,201007,2010
5,6,1,4,3,4.8,0,0,0,0,0,0,2,2,2,0,0,4,2,0,0,"I have no idea why this place has such a bad rating - I had my birthday dinner at Andrea's last night and absolutely LOVED the place.  The service was excellent and the food was great!  I think if you walk in expecting a cheap place for spaghetti and meatballs, yeah, you'll be disappointed, but if you want a nice Italian dinner, it's perfect.  Completely disagree with the negative reviews - try it out for yourself!",80,1,201404,2014
61,76,18,7,1,3.34,0,0,0,0,0,1,3,0,0,0,0,4,0,0,0,"I stayed here on a weekend trip to Philadelphia.

I got a pretty good rate online for the so called ""Executive Level.""

Our room was on one of the top floors of the hotel. We had a nice view out of our window where we could see City Hall. I'm pretty sure we god a good rate to stay on this ""Executive Level"" because the lounge is closed on the weekends, thus no food or drinks for the folks staying on the floor.

The pool is very small. It might be better during the winter when it's cold out because it's in one of those glassed in greenhouse type rooms. There is a hot tub and sauna as well.

One minor complaint I had with this hotel is that the elevators were extremely slow. I'm not sure if all of the elevators we're working. There were times where we had to wait several minutes on our floor. In addition, the waiting area for the elevators in the lobby would get crowded with people waiting to go upstairs.

The hotel is in a great location - only a few blocks from City Hall. There were a lot of theatres nearby, so it's definitely a good place to stay if you're seeing a show.",27,1,201104,2011
